architecture,dataset,k,model_idx,accuracy,rho,dropout_rate,run_id
bottleneck_5,synthetic_b,9,65,0.6990000009536743,-148245.33333333334,,bottleneck_5_synthetic_b_k9_m65
bottleneck_5,synthetic_b,9,66,0.7059999704360962,-148221.0,,bottleneck_5_synthetic_b_k9_m66
bottleneck_5,synthetic_b,9,67,0.7074999809265137,-148542.66666666666,,bottleneck_5_synthetic_b_k9_m67
bottleneck_5,synthetic_b,9,68,0.7009999752044678,-148350.33333333334,,bottleneck_5_synthetic_b_k9_m68
bottleneck_5,synthetic_b,9,69,0.7064999938011169,-148376.66666666666,,bottleneck_5_synthetic_b_k9_m69
bottleneck_5,synthetic_b,7,0,0.703499972820282,-78171.66666666667,,bottleneck_5_synthetic_b_k7_m0
bottleneck_5,synthetic_b,7,1,0.6965000033378601,-78830.66666666667,,bottleneck_5_synthetic_b_k7_m1
bottleneck_5,synthetic_b,7,2,0.7049999833106995,-78486.66666666667,,bottleneck_5_synthetic_b_k7_m2
bottleneck_5,synthetic_b,7,3,0.7064999938011169,-78767.33333333333,,bottleneck_5_synthetic_b_k7_m3
bottleneck_5,synthetic_b,7,4,0.6915000081062317,-78890.33333333333,,bottleneck_5_synthetic_b_k7_m4
bottleneck_5,synthetic_b,7,5,0.7055000066757202,-78677.33333333333,,bottleneck_5_synthetic_b_k7_m5
bottleneck_5,synthetic_b,7,6,0.6959999799728394,-78484.33333333333,,bottleneck_5_synthetic_b_k7_m6
bottleneck_5,synthetic_b,7,7,0.6984999775886536,-78777.33333333333,,bottleneck_5_synthetic_b_k7_m7
bottleneck_5,synthetic_b,7,8,0.7049999833106995,-78825.0,,bottleneck_5_synthetic_b_k7_m8
bottleneck_5,synthetic_b,7,9,0.7059999704360962,-78603.33333333333,,bottleneck_5_synthetic_b_k7_m9
bottleneck_5,synthetic_b,7,10,0.703499972820282,-78752.0,,bottleneck_5_synthetic_b_k7_m10
bottleneck_5,synthetic_b,7,11,0.6949999928474426,-79268.66666666667,,bottleneck_5_synthetic_b_k7_m11
bottleneck_5,synthetic_b,7,12,0.7020000219345093,-78943.33333333333,,bottleneck_5_synthetic_b_k7_m12
bottleneck_5,synthetic_b,7,13,0.7049999833106995,-78648.0,,bottleneck_5_synthetic_b_k7_m13
bottleneck_5,synthetic_b,7,14,0.7039999961853027,-78384.66666666667,,bottleneck_5_synthetic_b_k7_m14
bottleneck_5,synthetic_b,7,15,0.7124999761581421,-78717.0,,bottleneck_5_synthetic_b_k7_m15
bottleneck_5,synthetic_b,7,16,0.7080000042915344,-78178.33333333333,,bottleneck_5_synthetic_b_k7_m16
bottleneck_5,synthetic_b,7,17,0.7005000114440918,-78464.33333333333,,bottleneck_5_synthetic_b_k7_m17
bottleneck_5,synthetic_b,7,18,0.6949999928474426,-79780.33333333333,,bottleneck_5_synthetic_b_k7_m18
bottleneck_5,synthetic_b,7,19,0.7039999961853027,-78765.66666666667,,bottleneck_5_synthetic_b_k7_m19
bottleneck_5,synthetic_b,7,20,0.7085000276565552,-79003.0,,bottleneck_5_synthetic_b_k7_m20
bottleneck_5,synthetic_b,7,21,0.7064999938011169,-78713.0,,bottleneck_5_synthetic_b_k7_m21
bottleneck_5,synthetic_b,7,22,0.7049999833106995,-78352.66666666667,,bottleneck_5_synthetic_b_k7_m22
bottleneck_5,synthetic_b,7,23,0.7049999833106995,-79058.0,,bottleneck_5_synthetic_b_k7_m23
bottleneck_5,synthetic_b,7,24,0.7045000195503235,-78166.0,,bottleneck_5_synthetic_b_k7_m24
bottleneck_5,synthetic_b,7,25,0.7049999833106995,-78617.0,,bottleneck_5_synthetic_b_k7_m25
bottleneck_5,synthetic_b,7,26,0.7074999809265137,-78278.0,,bottleneck_5_synthetic_b_k7_m26
bottleneck_5,synthetic_b,7,27,0.6945000290870667,-78133.66666666667,,bottleneck_5_synthetic_b_k7_m27
bottleneck_5,synthetic_b,7,28,0.7024999856948853,-78455.33333333333,,bottleneck_5_synthetic_b_k7_m28
bottleneck_5,synthetic_b,7,29,0.6974999904632568,-78885.0,,bottleneck_5_synthetic_b_k7_m29
bottleneck_5,synthetic_b,7,30,0.7014999985694885,-78802.33333333333,,bottleneck_5_synthetic_b_k7_m30
bottleneck_5,synthetic_b,7,31,0.6945000290870667,-77905.0,,bottleneck_5_synthetic_b_k7_m31
bottleneck_5,synthetic_b,7,32,0.6909999847412109,-78313.0,,bottleneck_5_synthetic_b_k7_m32
bottleneck_5,synthetic_b,7,33,0.7014999985694885,-77802.0,,bottleneck_5_synthetic_b_k7_m33
bottleneck_5,synthetic_b,7,34,0.7009999752044678,-78104.0,,bottleneck_5_synthetic_b_k7_m34
bottleneck_5,synthetic_b,7,35,0.7039999961853027,-78442.66666666667,,bottleneck_5_synthetic_b_k7_m35
bottleneck_5,synthetic_b,7,36,0.7064999938011169,-79014.33333333333,,bottleneck_5_synthetic_b_k7_m36
bottleneck_5,synthetic_b,7,37,0.7070000171661377,-79169.33333333333,,bottleneck_5_synthetic_b_k7_m37
bottleneck_5,synthetic_b,7,38,0.7020000219345093,-78048.33333333333,,bottleneck_5_synthetic_b_k7_m38
bottleneck_5,synthetic_b,7,39,0.7074999809265137,-79617.66666666667,,bottleneck_5_synthetic_b_k7_m39
bottleneck_5,synthetic_b,7,40,0.7020000219345093,-78817.66666666667,,bottleneck_5_synthetic_b_k7_m40
bottleneck_5,synthetic_b,7,41,0.7039999961853027,-78223.0,,bottleneck_5_synthetic_b_k7_m41
bottleneck_5,synthetic_b,7,42,0.6930000185966492,-79839.66666666667,,bottleneck_5_synthetic_b_k7_m42
bottleneck_5,synthetic_b,7,43,0.6970000267028809,-78286.33333333333,,bottleneck_5_synthetic_b_k7_m43
bottleneck_5,synthetic_b,7,44,0.7009999752044678,-78529.66666666667,,bottleneck_5_synthetic_b_k7_m44
bottleneck_5,synthetic_b,7,45,0.7110000252723694,-78323.66666666667,,bottleneck_5_synthetic_b_k7_m45
bottleneck_5,synthetic_b,7,46,0.6949999928474426,-78373.33333333333,,bottleneck_5_synthetic_b_k7_m46
bottleneck_5,synthetic_b,7,47,0.7039999961853027,-78188.0,,bottleneck_5_synthetic_b_k7_m47
bottleneck_5,synthetic_b,7,48,0.7174999713897705,-78988.66666666667,,bottleneck_5_synthetic_b_k7_m48
bottleneck_5,synthetic_b,7,49,0.6984999775886536,-78236.0,,bottleneck_5_synthetic_b_k7_m49
bottleneck_5,synthetic_b,7,50,0.7095000147819519,-78666.0,,bottleneck_5_synthetic_b_k7_m50
bottleneck_5,synthetic_b,7,51,0.6915000081062317,-78109.0,,bottleneck_5_synthetic_b_k7_m51
bottleneck_5,synthetic_b,7,52,0.6930000185966492,-79620.66666666667,,bottleneck_5_synthetic_b_k7_m52
bottleneck_5,synthetic_b,7,53,0.7120000123977661,-78804.66666666667,,bottleneck_5_synthetic_b_k7_m53
bottleneck_5,synthetic_b,7,54,0.7039999961853027,-78612.0,,bottleneck_5_synthetic_b_k7_m54
bottleneck_5,synthetic_b,7,55,0.6984999775886536,-78121.33333333333,,bottleneck_5_synthetic_b_k7_m55
bottleneck_5,synthetic_b,7,56,0.7074999809265137,-78897.66666666667,,bottleneck_5_synthetic_b_k7_m56
bottleneck_5,synthetic_b,7,57,0.703000009059906,-78868.33333333333,,bottleneck_5_synthetic_b_k7_m57
bottleneck_5,synthetic_b,7,58,0.6930000185966492,-78358.0,,bottleneck_5_synthetic_b_k7_m58
bottleneck_5,synthetic_b,7,59,0.6974999904632568,-78607.0,,bottleneck_5_synthetic_b_k7_m59
bottleneck_5,synthetic_b,7,60,0.7005000114440918,-78653.66666666667,,bottleneck_5_synthetic_b_k7_m60
bottleneck_5,synthetic_b,7,61,0.7049999833106995,-78524.66666666667,,bottleneck_5_synthetic_b_k7_m61
bottleneck_5,synthetic_b,7,62,0.7074999809265137,-79031.66666666667,,bottleneck_5_synthetic_b_k7_m62
bottleneck_5,synthetic_b,7,63,0.703499972820282,-78490.66666666667,,bottleneck_5_synthetic_b_k7_m63
bottleneck_5,synthetic_b,7,64,0.7005000114440918,-78494.0,,bottleneck_5_synthetic_b_k7_m64
bottleneck_5,synthetic_b,7,65,0.6990000009536743,-79018.66666666667,,bottleneck_5_synthetic_b_k7_m65
bottleneck_5,synthetic_b,7,66,0.7059999704360962,-78891.33333333333,,bottleneck_5_synthetic_b_k7_m66
bottleneck_5,synthetic_b,7,67,0.7074999809265137,-78793.66666666667,,bottleneck_5_synthetic_b_k7_m67
bottleneck_5,synthetic_b,7,68,0.7009999752044678,-78794.0,,bottleneck_5_synthetic_b_k7_m68
bottleneck_5,synthetic_b,7,69,0.7064999938011169,-78504.33333333333,,bottleneck_5_synthetic_b_k7_m69
bottleneck_5,synthetic_b,6,0,0.703499972820282,-51939.0,,bottleneck_5_synthetic_b_k6_m0
bottleneck_5,synthetic_b,6,1,0.6965000033378601,-52002.333333333336,,bottleneck_5_synthetic_b_k6_m1
bottleneck_5,synthetic_b,6,2,0.7049999833106995,-52161.666666666664,,bottleneck_5_synthetic_b_k6_m2
bottleneck_5,synthetic_b,6,3,0.7064999938011169,-51907.333333333336,,bottleneck_5_synthetic_b_k6_m3
bottleneck_5,synthetic_b,6,4,0.6915000081062317,-52155.0,,bottleneck_5_synthetic_b_k6_m4
bottleneck_5,synthetic_b,6,5,0.7055000066757202,-51740.333333333336,,bottleneck_5_synthetic_b_k6_m5
bottleneck_5,synthetic_b,6,6,0.6959999799728394,-51782.0,,bottleneck_5_synthetic_b_k6_m6
bottleneck_5,synthetic_b,6,7,0.6984999775886536,-51929.0,,bottleneck_5_synthetic_b_k6_m7
bottleneck_5,synthetic_b,6,8,0.7049999833106995,-52008.333333333336,,bottleneck_5_synthetic_b_k6_m8
bottleneck_5,synthetic_b,6,9,0.7059999704360962,-51748.666666666664,,bottleneck_5_synthetic_b_k6_m9
bottleneck_5,synthetic_b,6,10,0.703499972820282,-52041.0,,bottleneck_5_synthetic_b_k6_m10
bottleneck_5,synthetic_b,6,11,0.6949999928474426,-52310.0,,bottleneck_5_synthetic_b_k6_m11
bottleneck_5,synthetic_b,6,12,0.7020000219345093,-52070.0,,bottleneck_5_synthetic_b_k6_m12
bottleneck_5,synthetic_b,6,13,0.7049999833106995,-51787.333333333336,,bottleneck_5_synthetic_b_k6_m13
bottleneck_5,synthetic_b,6,14,0.7039999961853027,-51798.333333333336,,bottleneck_5_synthetic_b_k6_m14
bottleneck_5,synthetic_b,6,15,0.7124999761581421,-51992.666666666664,,bottleneck_5_synthetic_b_k6_m15
bottleneck_5,synthetic_b,6,16,0.7080000042915344,-51620.333333333336,,bottleneck_5_synthetic_b_k6_m16
bottleneck_5,synthetic_b,6,17,0.7005000114440918,-51987.333333333336,,bottleneck_5_synthetic_b_k6_m17
bottleneck_5,synthetic_b,6,18,0.6949999928474426,-52689.666666666664,,bottleneck_5_synthetic_b_k6_m18
bottleneck_5,synthetic_b,6,19,0.7039999961853027,-52318.0,,bottleneck_5_synthetic_b_k6_m19
bottleneck_5,synthetic_b,6,20,0.7085000276565552,-52468.0,,bottleneck_5_synthetic_b_k6_m20
bottleneck_5,synthetic_b,6,21,0.7064999938011169,-51913.666666666664,,bottleneck_5_synthetic_b_k6_m21
bottleneck_5,synthetic_b,6,22,0.7049999833106995,-51748.333333333336,,bottleneck_5_synthetic_b_k6_m22
bottleneck_5,synthetic_b,6,23,0.7049999833106995,-52368.0,,bottleneck_5_synthetic_b_k6_m23
bottleneck_5,synthetic_b,6,24,0.7045000195503235,-51687.666666666664,,bottleneck_5_synthetic_b_k6_m24
bottleneck_5,synthetic_b,6,25,0.7049999833106995,-51982.666666666664,,bottleneck_5_synthetic_b_k6_m25
bottleneck_5,synthetic_b,6,26,0.7074999809265137,-51890.0,,bottleneck_5_synthetic_b_k6_m26
bottleneck_5,synthetic_b,6,27,0.6945000290870667,-51729.333333333336,,bottleneck_5_synthetic_b_k6_m27
bottleneck_5,synthetic_b,6,28,0.7024999856948853,-51811.0,,bottleneck_5_synthetic_b_k6_m28
bottleneck_5,synthetic_b,6,29,0.6974999904632568,-52092.666666666664,,bottleneck_5_synthetic_b_k6_m29
bottleneck_5,synthetic_b,6,30,0.7014999985694885,-52139.0,,bottleneck_5_synthetic_b_k6_m30
bottleneck_5,synthetic_b,6,31,0.6945000290870667,-51633.333333333336,,bottleneck_5_synthetic_b_k6_m31
bottleneck_5,synthetic_b,6,32,0.6909999847412109,-52044.333333333336,,bottleneck_5_synthetic_b_k6_m32
bottleneck_5,synthetic_b,6,33,0.7014999985694885,-51743.0,,bottleneck_5_synthetic_b_k6_m33
bottleneck_5,synthetic_b,6,34,0.7009999752044678,-51448.666666666664,,bottleneck_5_synthetic_b_k6_m34
bottleneck_5,synthetic_b,6,35,0.7039999961853027,-51818.0,,bottleneck_5_synthetic_b_k6_m35
bottleneck_5,synthetic_b,6,36,0.7064999938011169,-52080.666666666664,,bottleneck_5_synthetic_b_k6_m36
bottleneck_5,synthetic_b,6,37,0.7070000171661377,-52319.666666666664,,bottleneck_5_synthetic_b_k6_m37
bottleneck_5,synthetic_b,6,38,0.7020000219345093,-51758.333333333336,,bottleneck_5_synthetic_b_k6_m38
bottleneck_5,synthetic_b,6,39,0.7074999809265137,-52622.0,,bottleneck_5_synthetic_b_k6_m39
bottleneck_5,synthetic_b,6,40,0.7020000219345093,-51723.333333333336,,bottleneck_5_synthetic_b_k6_m40
bottleneck_5,synthetic_b,6,41,0.7039999961853027,-51828.333333333336,,bottleneck_5_synthetic_b_k6_m41
bottleneck_5,synthetic_b,6,42,0.6930000185966492,-52846.666666666664,,bottleneck_5_synthetic_b_k6_m42
bottleneck_5,synthetic_b,6,43,0.6970000267028809,-51777.333333333336,,bottleneck_5_synthetic_b_k6_m43
bottleneck_5,synthetic_b,6,44,0.7009999752044678,-52181.666666666664,,bottleneck_5_synthetic_b_k6_m44
bottleneck_5,synthetic_b,6,45,0.7110000252723694,-52090.333333333336,,bottleneck_5_synthetic_b_k6_m45
bottleneck_5,synthetic_b,6,46,0.6949999928474426,-51844.0,,bottleneck_5_synthetic_b_k6_m46
bottleneck_5,synthetic_b,6,47,0.7039999961853027,-51752.333333333336,,bottleneck_5_synthetic_b_k6_m47
bottleneck_5,synthetic_b,6,48,0.7174999713897705,-52053.0,,bottleneck_5_synthetic_b_k6_m48
bottleneck_5,synthetic_b,6,49,0.6984999775886536,-51784.666666666664,,bottleneck_5_synthetic_b_k6_m49
bottleneck_5,synthetic_b,6,50,0.7095000147819519,-51989.0,,bottleneck_5_synthetic_b_k6_m50
bottleneck_5,synthetic_b,6,51,0.6915000081062317,-51672.0,,bottleneck_5_synthetic_b_k6_m51
bottleneck_5,synthetic_b,6,52,0.6930000185966492,-52572.333333333336,,bottleneck_5_synthetic_b_k6_m52
bottleneck_5,synthetic_b,6,53,0.7120000123977661,-52009.666666666664,,bottleneck_5_synthetic_b_k6_m53
bottleneck_5,synthetic_b,6,54,0.7039999961853027,-52085.0,,bottleneck_5_synthetic_b_k6_m54
bottleneck_5,synthetic_b,6,55,0.6984999775886536,-51644.0,,bottleneck_5_synthetic_b_k6_m55
bottleneck_5,synthetic_b,6,56,0.7074999809265137,-52305.666666666664,,bottleneck_5_synthetic_b_k6_m56
bottleneck_5,synthetic_b,6,57,0.703000009059906,-51961.333333333336,,bottleneck_5_synthetic_b_k6_m57
bottleneck_5,synthetic_b,6,58,0.6930000185966492,-51862.666666666664,,bottleneck_5_synthetic_b_k6_m58
bottleneck_5,synthetic_b,6,59,0.6974999904632568,-51919.333333333336,,bottleneck_5_synthetic_b_k6_m59
bottleneck_5,synthetic_b,6,60,0.7005000114440918,-51846.666666666664,,bottleneck_5_synthetic_b_k6_m60
bottleneck_5,synthetic_b,6,61,0.7049999833106995,-52006.666666666664,,bottleneck_5_synthetic_b_k6_m61
bottleneck_5,synthetic_b,6,62,0.7074999809265137,-52453.0,,bottleneck_5_synthetic_b_k6_m62
bottleneck_5,synthetic_b,6,63,0.703499972820282,-51951.666666666664,,bottleneck_5_synthetic_b_k6_m63
bottleneck_5,synthetic_b,6,64,0.7005000114440918,-51911.0,,bottleneck_5_synthetic_b_k6_m64
bottleneck_5,synthetic_b,6,65,0.6990000009536743,-51987.666666666664,,bottleneck_5_synthetic_b_k6_m65
bottleneck_5,synthetic_b,6,66,0.7059999704360962,-51926.666666666664,,bottleneck_5_synthetic_b_k6_m66
bottleneck_5,synthetic_b,6,67,0.7074999809265137,-52192.333333333336,,bottleneck_5_synthetic_b_k6_m67
bottleneck_5,synthetic_b,6,68,0.7009999752044678,-52161.0,,bottleneck_5_synthetic_b_k6_m68
bottleneck_5,synthetic_b,6,69,0.7064999938011169,-52035.666666666664,,bottleneck_5_synthetic_b_k6_m69
bottleneck_5,synthetic_b,50,0,0.703499972820282,-6680840.333333333,,bottleneck_5_synthetic_b_k50_m0
bottleneck_5,synthetic_b,50,1,0.6965000033378601,-6860423.333333333,,bottleneck_5_synthetic_b_k50_m1
bottleneck_5,synthetic_b,50,2,0.7049999833106995,-6710319.666666667,,bottleneck_5_synthetic_b_k50_m2
bottleneck_5,synthetic_b,50,3,0.7064999938011169,-6822081.666666667,,bottleneck_5_synthetic_b_k50_m3
bottleneck_5,synthetic_b,50,4,0.6915000081062317,-6891570.333333333,,bottleneck_5_synthetic_b_k50_m4
bottleneck_5,synthetic_b,50,5,0.7055000066757202,-6865243.666666667,,bottleneck_5_synthetic_b_k50_m5
bottleneck_5,synthetic_b,50,6,0.6959999799728394,-6815731.333333333,,bottleneck_5_synthetic_b_k50_m6
bottleneck_5,synthetic_b,50,7,0.6984999775886536,-6884105.0,,bottleneck_5_synthetic_b_k50_m7
bottleneck_5,synthetic_b,50,8,0.7049999833106995,-6795124.666666667,,bottleneck_5_synthetic_b_k50_m8
bottleneck_5,synthetic_b,50,9,0.7059999704360962,-6872957.333333333,,bottleneck_5_synthetic_b_k50_m9
bottleneck_5,synthetic_b,50,10,0.703499972820282,-6825917.666666667,,bottleneck_5_synthetic_b_k50_m10
bottleneck_5,synthetic_b,50,11,0.6949999928474426,-7022316.0,,bottleneck_5_synthetic_b_k50_m11
bottleneck_5,synthetic_b,50,12,0.7020000219345093,-6856463.333333333,,bottleneck_5_synthetic_b_k50_m12
bottleneck_5,synthetic_b,50,13,0.7049999833106995,-6738210.666666667,,bottleneck_5_synthetic_b_k50_m13
bottleneck_5,synthetic_b,50,14,0.7039999961853027,-6905006.666666667,,bottleneck_5_synthetic_b_k50_m14
bottleneck_5,synthetic_b,50,15,0.7124999761581421,-6885207.333333333,,bottleneck_5_synthetic_b_k50_m15
bottleneck_5,synthetic_b,50,16,0.7080000042915344,-6912029.666666667,,bottleneck_5_synthetic_b_k50_m16
bottleneck_5,synthetic_b,50,17,0.7005000114440918,-6781003.0,,bottleneck_5_synthetic_b_k50_m17
bottleneck_5,synthetic_b,50,18,0.6949999928474426,-6930728.333333333,,bottleneck_5_synthetic_b_k50_m18
bottleneck_5,synthetic_b,50,19,0.7039999961853027,-6985475.333333333,,bottleneck_5_synthetic_b_k50_m19
bottleneck_5,synthetic_b,50,20,0.7085000276565552,-6760194.0,,bottleneck_5_synthetic_b_k50_m20
bottleneck_5,synthetic_b,50,21,0.7064999938011169,-6960114.0,,bottleneck_5_synthetic_b_k50_m21
bottleneck_5,synthetic_b,50,22,0.7049999833106995,-6790010.0,,bottleneck_5_synthetic_b_k50_m22
bottleneck_5,synthetic_b,50,23,0.7049999833106995,-6932084.0,,bottleneck_5_synthetic_b_k50_m23
bottleneck_5,synthetic_b,50,24,0.7045000195503235,-6839788.0,,bottleneck_5_synthetic_b_k50_m24
bottleneck_5,synthetic_b,50,25,0.7049999833106995,-6721842.666666667,,bottleneck_5_synthetic_b_k50_m25
bottleneck_5,synthetic_b,50,26,0.7074999809265137,-6746961.0,,bottleneck_5_synthetic_b_k50_m26
bottleneck_5,synthetic_b,50,27,0.6945000290870667,-6755085.0,,bottleneck_5_synthetic_b_k50_m27
bottleneck_5,synthetic_b,50,28,0.7024999856948853,-6843360.0,,bottleneck_5_synthetic_b_k50_m28
bottleneck_5,synthetic_b,50,29,0.6974999904632568,-6730478.666666667,,bottleneck_5_synthetic_b_k50_m29
bottleneck_5,synthetic_b,50,30,0.7014999985694885,-6872093.0,,bottleneck_5_synthetic_b_k50_m30
bottleneck_5,synthetic_b,50,31,0.6945000290870667,-6706779.333333333,,bottleneck_5_synthetic_b_k50_m31
bottleneck_5,synthetic_b,50,32,0.6909999847412109,-6898280.666666667,,bottleneck_5_synthetic_b_k50_m32
bottleneck_5,synthetic_b,50,33,0.7014999985694885,-6800726.0,,bottleneck_5_synthetic_b_k50_m33
bottleneck_5,synthetic_b,50,34,0.7009999752044678,-6793259.333333333,,bottleneck_5_synthetic_b_k50_m34
bottleneck_5,synthetic_b,50,35,0.7039999961853027,-6929548.0,,bottleneck_5_synthetic_b_k50_m35
bottleneck_5,synthetic_b,50,36,0.7064999938011169,-6895025.0,,bottleneck_5_synthetic_b_k50_m36
bottleneck_5,synthetic_b,50,37,0.7070000171661377,-6924736.666666667,,bottleneck_5_synthetic_b_k50_m37
bottleneck_5,synthetic_b,50,38,0.7020000219345093,-6709534.666666667,,bottleneck_5_synthetic_b_k50_m38
bottleneck_5,synthetic_b,50,39,0.7074999809265137,-6904240.0,,bottleneck_5_synthetic_b_k50_m39
bottleneck_5,synthetic_b,50,40,0.7020000219345093,-6842668.0,,bottleneck_5_synthetic_b_k50_m40
bottleneck_5,synthetic_b,50,41,0.7039999961853027,-6804274.333333333,,bottleneck_5_synthetic_b_k50_m41
bottleneck_5,synthetic_b,50,42,0.6930000185966492,-6816577.0,,bottleneck_5_synthetic_b_k50_m42
bottleneck_5,synthetic_b,50,43,0.6970000267028809,-6794095.0,,bottleneck_5_synthetic_b_k50_m43
bottleneck_5,synthetic_b,50,44,0.7009999752044678,-6868973.333333333,,bottleneck_5_synthetic_b_k50_m44
bottleneck_5,synthetic_b,50,45,0.7110000252723694,-6877313.666666667,,bottleneck_5_synthetic_b_k50_m45
bottleneck_5,synthetic_b,50,46,0.6949999928474426,-6775805.0,,bottleneck_5_synthetic_b_k50_m46
bottleneck_5,synthetic_b,50,47,0.7039999961853027,-6811537.666666667,,bottleneck_5_synthetic_b_k50_m47
bottleneck_5,synthetic_b,50,48,0.7174999713897705,-6957804.666666667,,bottleneck_5_synthetic_b_k50_m48
bottleneck_5,synthetic_b,50,49,0.6984999775886536,-6782483.666666667,,bottleneck_5_synthetic_b_k50_m49
bottleneck_5,synthetic_b,50,50,0.7095000147819519,-6845638.333333333,,bottleneck_5_synthetic_b_k50_m50
bottleneck_5,synthetic_b,50,51,0.6915000081062317,-6741267.666666667,,bottleneck_5_synthetic_b_k50_m51
bottleneck_5,synthetic_b,50,52,0.6930000185966492,-7024087.666666667,,bottleneck_5_synthetic_b_k50_m52
bottleneck_5,synthetic_b,50,53,0.7120000123977661,-6723232.0,,bottleneck_5_synthetic_b_k50_m53
bottleneck_5,synthetic_b,50,54,0.7039999961853027,-6790564.666666667,,bottleneck_5_synthetic_b_k50_m54
bottleneck_5,synthetic_b,50,55,0.6984999775886536,-6702087.0,,bottleneck_5_synthetic_b_k50_m55
bottleneck_5,synthetic_b,50,56,0.7074999809265137,-6861756.333333333,,bottleneck_5_synthetic_b_k50_m56
bottleneck_5,synthetic_b,50,57,0.703000009059906,-6790047.333333333,,bottleneck_5_synthetic_b_k50_m57
bottleneck_5,synthetic_b,50,58,0.6930000185966492,-6814567.666666667,,bottleneck_5_synthetic_b_k50_m58
bottleneck_5,synthetic_b,50,59,0.6974999904632568,-6846274.333333333,,bottleneck_5_synthetic_b_k50_m59
bottleneck_5,synthetic_b,50,60,0.7005000114440918,-6857892.333333333,,bottleneck_5_synthetic_b_k50_m60
bottleneck_5,synthetic_b,50,61,0.7049999833106995,-6752879.0,,bottleneck_5_synthetic_b_k50_m61
bottleneck_5,synthetic_b,50,62,0.7074999809265137,-6710926.0,,bottleneck_5_synthetic_b_k50_m62
bottleneck_5,synthetic_b,50,63,0.703499972820282,-6931852.333333333,,bottleneck_5_synthetic_b_k50_m63
bottleneck_5,synthetic_b,50,64,0.7005000114440918,-6839322.666666667,,bottleneck_5_synthetic_b_k50_m64
bottleneck_5,synthetic_b,50,65,0.6990000009536743,-6936734.333333333,,bottleneck_5_synthetic_b_k50_m65
bottleneck_5,synthetic_b,50,66,0.7059999704360962,-6851759.0,,bottleneck_5_synthetic_b_k50_m66
bottleneck_5,synthetic_b,50,67,0.7074999809265137,-6891659.333333333,,bottleneck_5_synthetic_b_k50_m67
bottleneck_5,synthetic_b,50,68,0.7009999752044678,-6951395.0,,bottleneck_5_synthetic_b_k50_m68
bottleneck_5,synthetic_b,50,69,0.7064999938011169,-6890186.666666667,,bottleneck_5_synthetic_b_k50_m69
bottleneck_5,synthetic_b,15,0,0.703499972820282,-481629.3333333333,,bottleneck_5_synthetic_b_k15_m0
bottleneck_5,synthetic_b,15,1,0.6965000033378601,-490898.3333333333,,bottleneck_5_synthetic_b_k15_m1
bottleneck_5,synthetic_b,15,2,0.7049999833106995,-480536.6666666667,,bottleneck_5_synthetic_b_k15_m2
bottleneck_5,synthetic_b,15,3,0.7064999938011169,-486416.0,,bottleneck_5_synthetic_b_k15_m3
bottleneck_5,synthetic_b,15,4,0.6915000081062317,-489431.6666666667,,bottleneck_5_synthetic_b_k15_m4
bottleneck_5,synthetic_b,15,5,0.7055000066757202,-486449.0,,bottleneck_5_synthetic_b_k15_m5
bottleneck_5,synthetic_b,15,6,0.6959999799728394,-485167.0,,bottleneck_5_synthetic_b_k15_m6
bottleneck_5,synthetic_b,15,7,0.6984999775886536,-490791.0,,bottleneck_5_synthetic_b_k15_m7
bottleneck_5,synthetic_b,15,8,0.7049999833106995,-489607.3333333333,,bottleneck_5_synthetic_b_k15_m8
bottleneck_5,synthetic_b,15,9,0.7059999704360962,-489535.3333333333,,bottleneck_5_synthetic_b_k15_m9
bottleneck_5,synthetic_b,15,10,0.703499972820282,-487869.0,,bottleneck_5_synthetic_b_k15_m10
bottleneck_5,synthetic_b,15,11,0.6949999928474426,-495490.0,,bottleneck_5_synthetic_b_k15_m11
bottleneck_5,synthetic_b,15,12,0.7020000219345093,-488093.3333333333,,bottleneck_5_synthetic_b_k15_m12
bottleneck_5,synthetic_b,15,13,0.7049999833106995,-482920.0,,bottleneck_5_synthetic_b_k15_m13
bottleneck_5,synthetic_b,15,14,0.7039999961853027,-486785.0,,bottleneck_5_synthetic_b_k15_m14
bottleneck_5,synthetic_b,15,15,0.7124999761581421,-491463.6666666667,,bottleneck_5_synthetic_b_k15_m15
bottleneck_5,synthetic_b,15,16,0.7080000042915344,-485886.3333333333,,bottleneck_5_synthetic_b_k15_m16
bottleneck_5,synthetic_b,15,17,0.7005000114440918,-485110.0,,bottleneck_5_synthetic_b_k15_m17
bottleneck_5,synthetic_b,15,18,0.6949999928474426,-495160.6666666667,,bottleneck_5_synthetic_b_k15_m18
bottleneck_5,synthetic_b,15,19,0.7039999961853027,-494597.6666666667,,bottleneck_5_synthetic_b_k15_m19
bottleneck_5,synthetic_b,15,20,0.7085000276565552,-487693.6666666667,,bottleneck_5_synthetic_b_k15_m20
bottleneck_5,synthetic_b,15,21,0.7064999938011169,-492193.0,,bottleneck_5_synthetic_b_k15_m21
bottleneck_5,synthetic_b,15,22,0.7049999833106995,-486555.0,,bottleneck_5_synthetic_b_k15_m22
bottleneck_5,synthetic_b,15,23,0.7049999833106995,-491581.0,,bottleneck_5_synthetic_b_k15_m23
bottleneck_5,synthetic_b,15,24,0.7045000195503235,-485548.6666666667,,bottleneck_5_synthetic_b_k15_m24
bottleneck_5,synthetic_b,15,25,0.7049999833106995,-482218.3333333333,,bottleneck_5_synthetic_b_k15_m25
